Name,Comment,Time,Likes,Reply Count
Intentional Offside,Have avoided all Coke products since they went woke.,2021-08-28T18:27:51Z,0,0
Dan Latta,Cut the plastic Coke.,2021-08-28T17:26:03Z,0,0
Don john Trump,Still being less white coke ? Nope still ain't drinking it,2021-08-28T15:12:24Z,0,0
BigWes Yall,drank it before they went woke,2021-08-28T13:49:02Z,0,0
PARKER LEWIS,I don't even drink that s*** anymore,2021-08-28T12:57:41Z,0,0
Mr Ex,Their new taste of Cola Zero is pathetic. No tasty at all.,2021-08-28T12:30:53Z,0,0
timmo971,Ecocide ought to end the Coca Cola mega era,2021-08-28T11:50:52Z,0,0
Fadilla Arief,The sad thing is that while the first world country coke consumption is decreasing but Mexican consume highest per capita Coca-Cola.,2021-08-28T09:21:39Z,0,0
zebfox011,Bad new! Coca cola is dying! Lmao!,2021-08-28T06:24:24Z,0,0
p s,I haven't drunk coke for 10 years. It is a sickness for our society to keep drinking sugar water and everyone gets so fat and plastic bottle waste is polluting the entire ocean.,2021-08-28T05:55:04Z,0,0
cassidybb10,This guy doing the voice over...drives me nuts!!  Sounds like his caffeine intake needs cut in half!! Slow down brother!,2021-08-28T02:46:30Z,0,0
Jeremy Mao,Not going to mention why Coke created Fanta? Ok,2021-08-28T02:24:45Z,1,1
Dvd,Also they created sprite,2021-10-04T19:22:34Z,0,
todd,i'm too white to drink coke,2021-08-27T23:47:40Z,1,0
Black Scorpion,0:55   If u look closely enough u can see how focused he is,2021-08-27T17:10:03Z,0,0
Abo Ivanka,"It's a pro Zinoist-illuminati Company, if you look at the Coca-Cola logo from the back side, you can read it in Arabic :
No Muhammad, No Mecca.",2021-08-27T12:09:35Z,1,0
BRBallin1,They need to make glass bottles Coca Cola with natural sweeteners like monk fruit/stevia,2021-08-27T04:44:28Z,0,1
Sweet Tea,"Yesss!! But you know they won't do that because they need ppl to be sick, not healthy. Closest thing to that I've found is Green Cola, it's sweetened with stevia instead of aspartame. Still has sucralose but hey, it's the best you'll get and it's surprisingly quite good, although the stevia after taste takes some getting used to",2021-08-31T07:59:48Z,0,
Jay Jay,"F That Ronaldo, I’ll still drink coke.",2021-08-26T23:04:50Z,0,0
Evening Commenter,"Coca-cola should use cane sugar. I know it might in Mexico (not 100% sure). But yah, colas that use cane sugar taste fantastic! I still love Coca-cola though. Nothing quite like a coke with ice on a hot summer day with some kettle chips",2021-08-26T22:49:28Z,0,0
Gleison,Coca cola is also the top producers of diabetic children. Yeah. American obesity is the issue.,2021-08-26T21:00:57Z,0,0
Gio Gwno,"The ten temple coherently please because flugelhorn totally enter without a big age. sophisticated, reminiscent jellyfish",2021-08-26T19:31:54Z,0,0
Erik Charlat,coke could completely go away and i wouldnt shed a tear.   its a toxic poison that kills the planet and humans.,2021-08-26T19:13:06Z,0,0
Cedric Johnson,"Matthew 11:28-30
King James Version
28 Come unto me, all ye that labour and are heavy laden, and I will give you rest.

29 Take my yoke upon you, and learn of me; for I am meek and lowly in heart: and ye shall find rest unto your souls.

30 For my yoke is easy, and my burden is light.",2021-08-26T18:27:34Z,0,0
LÆVIS,Because it tastes great,2021-08-26T16:31:09Z,0,0
Santhosh John,"Sugar with black water
Remember one day we have to pay royality for using drink water",2021-08-26T16:19:06Z,0,0
Johnny Mason,New Coke was a huge mistake! Trying to be like Pepsi would never work! Pepsi is Pepsi! Coca-Cola is Coca-Cola! That's fine with me!!!,2021-08-26T15:32:26Z,0,0
Daniel F,maybe explore how some of their products contribute to an epidemic of obesity and has been shown to be as dangerous as smoking by some studies? instead of making an ad for them?,2021-08-26T08:31:06Z,0,0
Jasper Hayward,What is the Coke CEOs accent?,2021-08-26T07:36:32Z,0,0
Jake Leibowitz,Mostly addiction,2021-08-26T02:16:54Z,0,0
lee livesey,Pepsi are the number one in the world. Get facts straight,2021-08-25T23:56:21Z,0,0
Tom R,"Hit hard, out of the woods? Come on, big companies will not be let to go down/bankrupt anymore, ever. Look at last year and what happened to cruise and airline companies. There's always a way to get money nowadays.",2021-08-25T09:47:01Z,0,0
SOVRNSPRT,Coca Cola : Where white people are too white... Just Stop it white people.,2021-08-25T04:54:31Z,0,0
Travis Selassie,Wow ... gloss over a bunch of stuff and over simplify please ....,2021-08-24T22:04:13Z,0,0
James Campbell,"Why does it seem like coca Cola paid for this new program? Like theyre in a sturggle, yet local businesses are suffering the worst. Theyre able to provid more than enough money to supply onwards, and still strive, not surviving like local and small business. STRIVING! Sad to see many people think that a GIANT organization think they are stuggling to keep profits when they have billions. Yet they're golbal income surpasses there production line, ads, commercials. They're fine, buy local.",2021-08-24T21:54:57Z,0,0
Shotz,Coke changed their taste around 2007 and it's never been anywhere as good.,2021-08-24T19:32:04Z,2,0
Angel,Coca cola just dominates. Cherry coke 💯,2021-08-24T18:19:48Z,0,0
Arghya Paul,CR7 be like drink water 😅,2021-08-24T16:52:20Z,0,0
Benjamin Echavarria,Coca leafs isn’t Cocaine its a plant what can be processed to create cocaine but it is not cocaine,2021-08-23T05:04:35Z,0,0
thomas aquinas,"Sometimes it's how a great company pivots that defines its success, not necessarily the core business.  Coke has spent a lot for flavored low-cal waters and other non-soda products.  Nonetheless, they still depend upon the beverage trade, unlike rival Pepsi which is a now a giant, controlling entire rows of the supermarket with their Frito-Lay megacompany.",2021-08-23T02:00:05Z,0,0
Alex TB,"I'll save you 14 minutes: Coca-Cola dominate because it tastes good, and people keep buying it.",2021-08-22T23:47:36Z,3,4
Keyshawn Scott 12,@Connor J. Finlayson almost 2 billion cokes are drunk a day that tells me otherwise,2021-12-24T00:20:31Z,0,
Connor J. Finlayson,"@Keyshawn Scott 12 They dominate because of the brands they own and the reach they have, not just because of the taste",2021-12-24T00:17:55Z,0,
Keyshawn Scott 12,@Connor J. Finlayson it's true doe,2021-12-24T00:14:48Z,0,
Connor J. Finlayson,That isnt the video at all.,2021-08-28T01:53:40Z,2,
sam jewellery 333,"Great products, great company.",2021-08-22T11:22:59Z,0,0
Quanti,"Ngl I haven't had coke in 10 years. But it's everywhere, they sure market a lot.",2021-08-21T11:12:21Z,0,0
Scorpion,I wouldn’t mine a little coke,2021-08-20T11:18:26Z,0,0
Andrew Stargardter,Coca leaf is very very different from cocaine.,2021-08-19T23:28:45Z,0,0
florian,I think im Coca Colas best customer,2021-08-19T15:36:06Z,0,0
OSF Movement,"The near consonant ignificantly exercise because math inferiorly dream without a discreet control. internal, productive garden",2021-08-19T09:39:14Z,0,0
Leonhard Pauli,Coca Cola in the USA tastes as disgusting as American chocolate 🤢🤢,2021-08-18T19:43:27Z,0,0
Carol Smith,"The misty glue superfamily nail because dead developmentally blind next a sturdy volleyball. vigorous, fanatical karate",2021-08-18T16:40:58Z,0,0
Ex Ell,why do most of your special reports on brands & companies end up [resenting like ads for those brands & companies..,2021-08-18T10:49:37Z,0,0
Pandaboi,"I'd drink coke three times per day if they had a ""bottle re-use program"". Recycling is complete BS, rather than plastic waste the real problem is the emissions that come from producing plastic packaging, and the only way to get past that is the re-use of glass bottles.",2021-08-18T03:06:39Z,0,0
E,They don’t sell in enough places. Everywhere I go they sell pepsi… not coke. I hate pepsi.,2021-08-17T22:30:57Z,0,0
Vinesvary Selvaraj,100 person inportent drink cococola,2021-08-16T16:11:03Z,0,0
Vinesvary Selvaraj,COCOCOLA,2021-08-16T16:02:16Z,0,0
Vinesvary Selvaraj,Cococola YOU MUST DRINK,2021-08-16T16:02:01Z,0,0
Vinesvary Selvaraj,All look cococola video,2021-08-16T15:55:52Z,0,0
Dustin Poore,We need to go to glass bottles they are indefinitely reusable,2021-08-16T14:21:48Z,0,0
Sampie Louw,Paying for township advertising and mind control with the most recognizable colors used in history I'm concerned with mind control forcing coke down peoples throughts and now in smaller affordable doses,2021-08-16T11:34:11Z,0,0
Sampie Louw,I'm just concerned that their share holders are taking presidence over their actual customers and our plannet,2021-08-16T11:31:53Z,0,0
Sampie Louw,QR codes earphones Playlist equals dead man,2021-08-16T11:29:31Z,0,0
Sampie Louw,Aspertame complements of Mk ultra monarch slavery to dull people down,2021-08-16T11:25:09Z,0,0
Robert E Lee,#belesscoke,2021-08-15T12:45:58Z,0,0
Honk Honk,"I honestly like the smaller cans of coke. I never would finish a single can of the stuff, and the smaller cans are a better deal imo.",2021-08-15T07:58:30Z,0,0
Joseph Tabar,"I bought a case of canned Coca-Cola from Walmart in Greensburg Indiana about 3 weeks ago and all the cans of soda was flat and out of date. I took the case back for a refund. Then I went to another store and bought a 12 pack of canned Coca-Cola. It too was old and tasted very funny. I think I'm going to try to find another soda. I've drank Cokes since I was a kid. I'm 58 years old now, but I hate old soda that has a weird taste or it's flat with no fizz,  because they left it on the shelf too long. Why is this happening ? If Coca-Cola doesn't get on the ball and maintain its stock and supply of fresh beverages, they will lose in the end. Coca-Cola it's always been my preferred drink, but now I'm scared to buy it, because I wonder if it's going taste funny or be flat. How the mighty have fallen.....",2021-08-14T23:30:57Z,0,0
Frederic Beigbeder,Coca Cola kills more people than wars,2021-08-14T12:34:52Z,0,0
Kenneth Cochrane,"Wow so brilliant and innovative they figured customers would pay more for less those smaller drinks fill up the stock space in stores and give customers a more rip off offer available. You see promotions in stores now buy two get one free sorry we mean 2 710s but somehow they're never any in the fridge so you buy the the 600 mill at an inflated price. Once I realized this scam happened not to mention more materials such as plastic are used in smaller packaging and more machines need to be made to make veritable sizes, and 222 millilitres doesn't wet my tongue it's counterproductive and environmentally unfriendly so I boycot them for life and proud my sister has never allowed her children to drink pop.",2021-08-13T13:44:43Z,0,0
Keith morgan,Coke is out.  I'm to white to drink  it anymore.  So said them.  So out.,2021-08-13T13:20:00Z,0,0
mrPmj00,".,.,.AMAZON: 
Yep, I bought a ton on the dip.

Amazon invested $14 billion in the last quarter alone, the same as it spent in 6 months before that.   It is a do not sell stock.

...With the Delta virus coming at full speed ahead, pandemic sales will make a comeback.

Amazon is investing so much money, that no competitor will ever be able to catch up.

Amazon's not going anywhere so I know that eventually it will come back.    
Fidelity considers Amazon as a large growth company (probably because as big as it is, it still only has 7% of the retail market)


Get on board or be runover, it's up to you.",2021-08-13T08:10:16Z,1,0
walker b,Because Pepsi tastes like ass,2021-08-12T14:24:40Z,1,0
Safa Kabir,"The decisive product consistently fry because team complimentarily hang vice a spooky condition. flawless, eatable lentil",2021-08-12T10:38:08Z,0,0
No,"6:34 aww poor coca cola, taking some losses over the pandemic.        :( Looks like the CEO cant buy another yacht this year How sad",2021-08-10T21:03:01Z,0,0
dhileep jinna,coke hold a lot of responsibility for current epidemic of obesity and health issues.  Coke knows it.,2021-08-08T14:35:44Z,0,0
Dominic Bouchier,How Cancer learns empathy...,2021-08-08T01:09:34Z,0,0
m “mininovolador” G,5 cents per 8oz = 2 dollars per 8 oz in 2021,2021-08-07T17:15:16Z,0,0
Uttaran Ghosal,I like coca cola 😁😁😁😁,2021-08-07T09:09:49Z,0,0
Nicolas Vaca,Coke leaves are not the same as cocaine. Cocaine is processed and has several other chemicals,2021-08-05T18:38:13Z,0,0
Grandpa D,"John Stith Pemberton (July 8, 1831 – August 16, 1888) was an American pharmacist and Confederate States Army veteran........A be more white guy.....invented coke the be less white company.",2021-08-04T16:52:02Z,0,0
Carol Smith,"The salty transaction summatively applaud because ear shortly grab into a damp rhinoceros. hungry, satisfying stone",2021-08-04T09:20:03Z,0,0
Anurag Kumar,"It is a sweet poison, Thanks for type 2 diabetes cocke",2021-08-03T10:40:55Z,0,0
Moop,"I would do almost anything to try *ORIGINAL* COCA-COLA. Like, the cocaine lne",2021-08-02T20:01:27Z,0,0
GLOBAL CLIPS 101,Cristiano left the chat 😂😂,2021-08-02T13:06:53Z,1,0
Rishav G,Coca cola is the number one iconic brand in the world which sells a totally useless and unhealthy product and pollutes the world with single use plastic bottles along the way..but hey atleast it's iconic 🤷‍♂️,2021-08-01T00:49:33Z,0,0
Shoko Gao,"The odd crayfish definitely advise because chick reassuringly punish across a normal noodle. joyous, thirsty spinach",2021-07-31T18:15:28Z,0,0
widestrida gmail,Pepsi tastes better me thinks,2021-07-30T20:52:29Z,1,1
Dvd,What's wrong with Coca-Cola,2021-10-04T19:25:43Z,0,
Edwin Rodriguez,"The ceaseless flame inevitably look because europe modestly handle throughout a eager shadow. worthless, shrill beginner",2021-07-30T17:48:05Z,0,0
😈2020 The Third Chapter lol😈,#CokeFTW,2021-07-30T15:09:58Z,1,0
rrufio,Just think Warren Buffet collects over $400million from $KO per year,2021-07-30T14:58:52Z,0,0
Aaron Loiitg,"The rightful cousin observationally clap because pressure essentially remember times a bumpy street. breakable, nappy advice",2021-07-29T18:24:53Z,0,0
Nige O' Blisco,"Coca cola carbonated drinks consumed each year, by my estimate, emit at least 1.5 million metric tons of carbon dioxide into the earths atmosphere. Global warming anyone? Estimate based on Coca Colas own statement that .""More than 1.9 billion servings of our drinks are enjoyed in more than 200 countries each day."" My calculations assume a serving to be a standard can of coke 355ml and that each can contains approx 2.2g of carbon dioxide. So the maths are 1.9 billion cans x 2.2g x 365 days=1.525 Trillion grams per year. Convert that figure to metric tons, gives us 1.5257 Million metric tons of carbon dioxide emitted into the Earths atmosphere. Thanks Coca cola for your contribution to global warming.",2021-07-29T08:39:53Z,0,0
Brick Man,My sister lives off of Dr.pepper and she's as skinny as a tooth pick. I thing people are too harsh on soda.,2021-07-28T19:11:51Z,0,0
Thanh Bang,"Ronaldo said ""Agua""",2021-07-28T00:24:54Z,0,0
Michael Snachez,"It’s more environmentally friendly too use glass over plastic.  In the old days of coke you use too grab a glass bottle from the machine, drink it, and then put it on a rack with a bunch of other empty bottles of Coca Cola.  These would then be taken back too a distribution center and decontaminated before being reused.  Sometimes older methods are more environmentally friendly then the modern ones are. Same with the milk man, leave the empty bottles on the doorstep, milk man comes by takes the old bottles back too be decontaminated, reused and leaves u fresh milk at the doorstep.  That old way would definitely reduce the amount of plastics getting into the trash which then in turn gets into the environment.",2021-07-27T14:32:34Z,0,0
Autonomy,https://www.youtube.com/watch?v=-Az73uZvuzk,2021-07-25T17:41:16Z,0,0
Vinmango B,"Lemon with water for me, coke  as we all know is not good for you at all, however I do use it in my booze mix lol.",2021-07-25T15:12:44Z,0,0
SkipTrack,look at that coca ceo talk! His product is polluting the planet.... he believes  himself a success!,2021-07-25T11:35:51Z,0,0
yamatonadeshiko_yoojy,"I eat a balanced meal with rice, protein, veggies and fruits. I always exercise regularly and I also maintain my weight or normal BMI.  I always crave for coca cola though and it's not even the diet coke or coke zero, just the original sugary coke. My craving for coke even got worse during the pandemic. I know it's unhealthy but I can't let it go 🥺😭",2021-07-24T10:24:11Z,1,1
Qwerty10254,I realized I had a problem when I found myself drinking a glass of Pepsi almost every night right before bedtime. Sugar is a powerful drug. Way more powerful than cigarettes in my experience.,2021-08-05T19:04:33Z,0,
David Ford,Watching this video while drinking my chery Pepsi,2021-07-23T22:18:00Z,0,0
Trumpsney Productions Studios,And Kola,2021-07-22T00:04:01Z,0,0
KC Nwokoye,Tax them fairly. More like double for their exploitation.,2021-07-21T19:31:18Z,0,0
June Lee,Ok,2021-07-21T17:37:14Z,0,0
June Lee,Coke cola you are bay,2021-07-21T17:36:56Z,0,0
DDavid,Hello a a gn k bai,2021-07-21T07:20:29Z,1,0
Petre e,"3:56 loool Fanta was invented under the Hitler regime, as Germany could not import any more Coca Cole due to obvious reasons. Once the war ended, Coca Cola bought the Fanta German company as they lacked a good Orange flavored drink! #gogo #missinformation",2021-07-20T17:18:22Z,0,0
the rooster,Boycotted,2021-07-19T22:57:13Z,1,0
Muhammad AH,Hence why I’ve invested in Coca Cola since 2013,2021-07-19T18:27:43Z,0,0
Mark Powers,I'm really concerned with Coca-Cola products due to the fact it's been causing diarrhea I've had diarrhea every time that I've drank Coca-Cola products and now other family members has been having diarrhea as well is there something wrong with your product this is making me concerned due to the fact now that I have quit drinking Coca-Cola I no longer have diarrhea but other family members continue to have it while they're drinking Coca-Cola can you look into this it is concerning and questionable,2021-07-18T23:46:11Z,0,0
RON J,"Now i get it ! Coca Cola has a noticeable flat taste. That is from storage for too long in heat. Went woke and goin' broke. I have a friend who works at Wally Word. He said the coke man could re stock once a month. Used to be twice weekly, sometimes daily. They made a huge mistake plain and simple.",2021-07-18T20:31:33Z,3,0
Schlomo Weinstein,IT'S OK TO BE WHITE,2021-07-18T04:21:18Z,0,0
Phillip Albert,"Coca Cola is garbage, no nutritional benefits and support Marxism, no thanks.",2021-07-17T20:33:27Z,0,0
Vadym Volodko,"If you want to help yourself, just google Weedborn. I know you will find good solutions for all your ailments there.",2021-07-17T18:57:20Z,0,0
Johnny Walk,Shhh....a really sugar loaded drink and unhealthy....decides it is time to take a political side?   HAR!!!!,2021-07-17T08:35:23Z,0,0
Thomas S.,"Get ""woke"" with Coke!  Even though they don't give out instructions on being ""less white.""  WTHF?",2021-07-17T04:15:27Z,0,0
Ajax Fernsby,I’m no woke coke joke. Giving up. Coke products is the best thing I did for myself.,2021-07-17T03:57:05Z,1,0
Scott Ryan,"I also stopped drinking WOKE-A-COLA, I buy a local Store Brand. Half the price and same taste. I ask the WOKE-A-COLA delivery man if he has seen a decline in sale. He said yes. Do not for get other WOKE-A-COLA products you can stop purchasing. Sprite, Schweppes, Fanta, Dasani water, Smartwater, Minute Maid, innocent, Simply, Georgia Coffee, Costa Coffee, Fuze Tea, Honest tea, Fairlife, Powerade, Ciel water, Glaceau Vitaminwater, Gold Peak Tea, Appletiser, Topo-Chico, Aquarius water, Ades(Latin America), I LOHAS (Japan), Ayataka (Japanese green tea), Barg's Root Beer, Dogadan Turkish Tea, and last but not least Peace Tea.",2021-07-16T20:53:38Z,0,0
Vic M.,"Cheeseburgers , fries , and coke .",2021-07-16T19:38:06Z,0,0
Apollo22,"It still dominates the beverage market because people are brainwashed sheep and will drink anything that looks great on an advert but have no brain capacity to see what's in it or how it made.

Coke Cola is one of the most greedy corrupt companies on this planet. They STEAL the poorest of peoples ground water so they have to buy water?? 
I wouldnt clean my toilet with the crap !",2021-07-16T18:57:24Z,0,0
Tommy Overby,Been coke drinker for years. I won't ever drink it again. Coke has went all American to a Chinese supporters and racists woke product.,2021-07-16T17:17:01Z,0,0
My IT Guy,"So Coca-Cola from 8, 5 1886 were actual Big Time Drug Lords",2021-07-16T14:30:39Z,0,0
Random American,Literally gives you diabetes and cancer. Lol mind boggling that people consume this poison. Everyone needs to look up the”woka cola” song. EPIC!,2021-07-16T05:23:24Z,0,0
yacir Rahov,"Sponsored content, 
you can tell, by how fast the narration is.. like a TV ad",2021-07-15T19:29:59Z,0,0
laoup26,"Innovation ? WTF, you're just selling diabete and addiction to kids.",2021-07-15T08:51:12Z,0,0
Gabriel Gheorghiu,Bold of you to assume that Costa's brown water is actually coffee.,2021-07-14T20:38:49Z,0,0
Jasper Smith,They should pay their employees more Pepsi pays better,2021-07-14T01:27:33Z,0,0
Lazarus Blackwell,Im going to buy a bunch of Coca Cola stocks when i get the money.,2021-07-13T20:08:15Z,3,0
Kimberly Sizemore Manor,"Pepsi sales are up !
AMERICA .. BOYCOTT COKE....good job !! $$! $$",2021-07-13T16:39:46Z,0,0
8 bit Bender,"replace plastic with aluminum done!  aluminum can be reused for ever, yes it use more energy, but that can be fixed..",2021-07-13T11:07:22Z,0,0
Tapan Vanwani,P pop,2021-07-12T23:28:34Z,0,0
Scott W,Dr. Pepper,2021-07-12T21:12:16Z,0,0
Diken Limbu,One of the  main reasons behind coca cola still been dominated as no 1 drink of 21st century. It is due to the changes in the business strategy by studying customer feedback and preferences.,2021-07-12T11:32:28Z,3,0
Pablo azar AzAR Pablo,アス博士、このドイツの会社で日本の手をサポートすることは可能ですか、そして私は研究をしました、それを監督の下であなたに提示することはできますか？スクラップ製造については、ドイツのTSR社から日本の手と日本の産業の支援を期待しています。 学生マカワ機械工学。東京,2021-07-11T22:19:09Z,0,0
지연 우,"The ambiguous owl feraly wave because ticket hypothetically plug amid a womanly magazine. complex, gabby santa",2021-07-11T16:33:43Z,0,0
Rajivrocks Ltd.,Time to invest,2021-07-11T12:14:43Z,0,0
James B,At the end of 2019 here in Australia we became the 1st country in the world. To make Coca Cola bottles from 100% recycled plastic. It's something the rest of the world should do.,2021-07-11T10:28:17Z,0,1
Beangie,"I think going back to REUSE instead of single use bottles will be better than just recycle, When I was a kid 100% of soft drinks were returnable and came in glass bottles and you barely see any bottle on the streets, when pet bottles became popular in the early 90's You'd start seeing bottles everywhere, as single use they are convenient but soon it has become a huge worldwide problem.",2021-07-14T15:55:22Z,0,
Mark 11,"In the past: COKE is so DOPE.
Now          :  COKE is a NOPE.",2021-07-11T08:41:02Z,0,0
Naruto Uzumaki,lmfao I haven't had Coca cola in years,2021-07-11T02:04:17Z,2,0
Omer El-Tag,"Naaaaaaaah WRONG, Water.
Googled it 🙃.",2021-07-10T19:18:08Z,0,0
reddy92umd,"I don’t drink sugar any more but I have to say this, Pepsi is equal to tap water who the duck even drinks that trash ?",2021-07-10T15:13:50Z,0,0
Cam Newton,Drinking a coke while watching,2021-07-10T00:52:48Z,0,0
Md. Mostafa Khan,"Their sale improved not because of what they claim, it's because of global warming. lol",2021-07-09T17:03:48Z,0,0
Corina greavu I quit yt,"Coca-Cola, or Coke, is a carbonated soft drink manufactured by The Coca-Cola Company. Originally marketed as a temperance drink and intended as a patent medicine, it was invented in the late 19th century by John Stith Pemberton and was bought out by businessman Asa Griggs Candler, whose marketing tactics led Coca-Cola to its dominance of the world soft-drink market throughout the 20th century.[1] The drink's name refers to two of its original ingredients: coca leaves, and kola nuts (a source of caffeine). The current formula of Coca-Cola remains a trade secret; however, a variety of reported recipes and experimental recreations have been published. The drink has inspired imitators and created a whole classification of soft drink: colas.

The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world. The bottlers, who hold exclusive territory contracts with the company, produce the finished product in cans and bottles from the concentrate, in combination with filtered water and sweeteners. A typical 12-US-fluid-ounce (350 ml) can contains 38 grams (1.3 oz) of sugar (usually in the form of high-fructose corn syrup). The bottlers then sell, distribute, and merchandise Coca-Cola to retail stores, restaurants, and vending machines throughout the world. The Coca-Cola Company also sells concentrate for soda fountains of major restaurants and foodservice distributors.

The Coca-Cola Company has on occasion introduced other cola drinks under the Coke name. The most common of these is Diet Coke, along with others including Caffeine-Free Coca-Cola, Diet Coke Caffeine-Free, Coca-Cola Zero Sugar, Coca-Cola Cherry, Coca-Cola Vanilla, and special versions with lemon, lime, and coffee. Coca-Cola was called Coca-Cola Classic from July 1985 to 2009, to distinguish it from ""New Coke"". Based on Interbrand's ""best global brand"" study of 2020, Coca-Cola was the world's sixth most valuable brand.[2] In 2013, Coke products were sold in over 200 countries worldwide, with consumers drinking more than 1.8 billion company beverage servings each day.[3] Coca-Cola ranked No. 87 in the 2018 Fortune 500 list of the largest United States corporations by total revenue.[4]


Contents
1	History
1.1	19th century historical origins
1.2	Company
1.3	Origins of bottling
1.4	20th century
1.5	New Coke
1.6	21st century
2	Production
2.1	Ingredients
2.2	Formula of natural flavorings
2.3	Use of stimulants in formula
2.3.1	Coca leaf
2.3.2	Kola nuts for caffeine
2.4	Franchised production model
3	Geographic spread
4	Brand portfolio
4.1	Logo design
4.2	Contour bottle design
4.3	Types
4.4	Designer bottles
5	Competitors
6	Advertising
6.1	5 cents
6.2	Holiday campaigns
6.3	Sports sponsorship
6.4	In mass media
7	Use as political and corporate symbol
8	Medicinal application
9	Criticism
10	Colombian death-squad allegations
11	See also
12	References
13	Further reading
13.1	Primary sources
14	External links
History
19th century historical origins

John Pemberton, the original creator of Coca-Cola

Believed to be the first coupon ever, this ticket for a free glass of Coca-Cola was first distributed in 1888 to help promote the drink. By 1913, the company had redeemed 8.5 million tickets.[5]

This refurbished Coca-Cola advertisement from 1943 is still displayed in Minden, Louisiana.

Early Coca-Cola vending machine at Biedenharn Museum and Gardens in Monroe, Louisiana
Confederate Colonel John Pemberton, wounded in the American Civil War and addicted to morphine, also had a medical degree and began a quest to find a substitute for the problematic drug.[6] In 1885 at Pemberton's Eagle Drug and Chemical House, his drugstore in Columbus, Georgia, he registered Pemberton's French Wine Coca nerve tonic.[7][8][9][10] Pemberton's tonic may have been inspired by the formidable success of Vin Mariani, a French-Corsican coca wine,[11] but his recipe additionally included the African kola nut, the beverage's source of caffeine.[12]

It is also worth noting that a Spanish drink called ""Kola Coca"" was presented at a contest in Philadelphia in 1885, a year before the official birth of Coca-Cola. The rights for this Spanish drink were bought by Coca-Cola in 1953.[13]

In 1886, when Atlanta and Fulton County passed prohibition legislation, Pemberton responded by developing Coca-Cola, a nonalcoholic version of Pemberton's French Wine Coca.[14] It was marketed as ""Coca-Cola: The temperance drink"", which appealed to many people as the temperance movement enjoyed wide support during this time.[1] The first sales were at Jacob's Pharmacy in Atlanta, Georgia, on May 8, 1886,[15] where it initially sold for five cents a glass.[16] Drugstore soda fountains were popular in the United States at the time due to the belief that carbonated water was good for the health,[17] and Pemberton's new drink was marketed and sold as a patent medicine, Pemberton claiming it a cure for many diseases, including morphine addiction, indigestion, nerve disorders, headaches, and impotence. Pemberton ran the first advertisement for the beverage on May 29 of the same year in the Atlanta Journal.[18]

By 1888, three versions of Coca-Cola – sold by three separate businesses – were on the market. A co-partnership had been formed on January 14, 1888, between Pemberton and four Atlanta businessmen: J.C. Mayfield, A.O. Murphey, C.O. Mullahy, and E.H. Bloodworth. Not codified by any signed document, a verbal statement given by Asa Candler years later asserted under testimony that he had acquired a stake in Pemberton's company as early as 1887.[19] John Pemberton declared that the name ""Coca-Cola"" belonged to his son, Charley, but the other two manufacturers could continue to use the formula.[20]

Charley Pemberton's record of control over the ""Coca-Cola"" name was the",2021-07-08T18:45:50Z,0,1
